id,frame,x,y
27,52,79,170
28,52,78,174
29,52,77,178
30,52,76,182
31,52,73,194
32,52,76,195
33,52,79,195
34,52,82,194
35,52,86,192
36,52,63,178
37,52,65,175
38,52,69,173
39,52,74,175
40,52,70,177
41,52,66,178
42,52,91,172
43,52,95,169
44,52,100,169
45,52,104,171
46,52,100,172
47,52,96,172
48,52,72,219
49,52,72,211
50,52,76,206
51,52,78,206
52,52,81,205
53,52,86,208
54,52,92,216
55,52,87,218
56,52,83,219
57,52,80,219
58,52,77,220
59,52,74,221
60,52,74,218
61,52,76,212
62,52,79,212
63,52,81,211
64,52,89,215
65,52,82,214
66,52,79,214
67,52,77,215
0,53,60,180
1,53,59,189
2,53,59,198
3,53,60,208
4,53,61,218
5,53,63,227
6,53,66,235
7,53,74,240
8,53,84,242
9,53,96,240
10,53,108,236
11,53,118,230
12,53,126,223
13,53,130,213
14,53,131,203
15,53,133,192
16,53,134,180
17,53,60,165
18,53,61,158
19,53,65,155
20,53,71,154
21,53,76,156
22,53,88,154
23,53,95,151
24,53,103,150
25,53,110,154
26,53,115,161
27,53,81,166
28,53,80,171
29,53,79,175
30,53,78,180
31,53,75,191
32,53,77,192
33,53,80,192
34,53,84,191
35,53,88,190
36,53,65,173
37,53,68,169
38,53,72,168
39,53,76,171
40,53,72,172
41,53,68,173
42,53,94,169
43,53,98,166
44,53,102,166
45,53,107,169
46,53,102,170
47,53,98,170
48,53,73,214
49,53,73,207
50,53,76,202
51,53,80,203
52,53,83,202
53,53,88,205
54,53,95,213
55,53,89,215
56,53,84,216
57,53,81,217
58,53,77,217
59,53,74,217
60,53,75,213
61,53,77,208
62,53,80,208
63,53,83,208
64,53,91,212
65,53,83,211
66,53,81,211
67,53,77,211
0,54,63,181
1,54,61,190
2,54,62,200
3,54,62,209
4,54,63,219
5,54,64,229
6,54,68,237
7,54,75,241
8,54,85,242
9,54,97,240
10,54,108,237
11,54,119,232
12,54,127,225
13,54,131,216
14,54,133,206
15,54,134,195
16,54,135,184
17,54,63,165
18,54,65,157
19,54,70,152
20,54,76,151
21,54,83,154
22,54,91,152
23,54,97,148
24,54,106,149
25,54,113,153
26,54,117,161
27,54,85,166
28,54,83,170
29,54,82,174
30,54,81,179
31,54,77,191
32,54,80,192
33,54,83,192
34,54,87,191
35,54,91,190
36,54,68,173
37,54,71,170
38,54,75,169
39,54,79,172
40,54,75,173
41,54,71,173
42,54,97,170
43,54,100,167
44,54,105,167
45,54,109,170
46,54,105,171
47,54,100,171
48,54,75,216
49,54,76,207
50,54,79,203
51,54,82,203
52,54,84,202
53,54,89,206
54,54,95,214
55,54,90,215
56,54,85,215
57,54,83,216
58,54,80,216
59,54,76,216
60,54,78,214
61,54,80,209
62,54,82,208
63,54,85,208
64,54,92,213
65,54,85,210
66,54,83,210
67,54,80,211
0,55,61,181
1,55,60,190
2,55,60,200
3,55,60,209
4,55,61,219
5,55,62,229
6,55,66,237
7,55,73,242
8,55,83,243
9,55,94,242
10,55,107,238
11,55,117,232
12,55,125,225
13,55,130,216
14,55,131,205
15,55,132,195
16,55,132,184
17,55,61,167
18,55,62,159
19,55,67,154
20,55,74,152
21,55,81,155
22,55,89,153
23,55,96,149
24,55,104,149
25,55,111,153
26,55,115,161
27,55,83,167
28,55,82,171
29,55,80,175
30,55,79,179
31,55,76,192
32,55,78,192
33,55,81,193
34,55,85,192
35,55,89,191
36,55,67,175
37,55,69,171
38,55,73,170
39,55,77,173
40,55,73,174
41,55,70,175
42,55,95,171
43,55,99,168
44,55,103,168
45,55,107,171
46,55,103,172
47,55,99,171
48,55,73,216
49,55,74,208
50,55,77,203
51,55,80,204
52,55,82,203
53,55,87,207
54,55,93,215
55,55,87,216
56,55,83,216
57,55,80,216
58,55,77,216
59,55,74,217
60,55,76,214
61,55,77,209
62,55,80,209
63,55,82,209
64,55,90,214
65,55,83,212
66,55,80,212
67,55,78,212
0,56,57,182
1,56,57,191
2,56,58,200
3,56,60,209
4,56,61,218
5,56,63,227
6,56,67,235
7,56,74,240
8,56,84,242
9,56,95,240
10,56,107,237
11,56,117,232
12,56,125,225
13,56,130,216
14,56,131,205
15,56,132,194
16,56,132,182
17,56,59,163
18,56,61,156
19,56,66,151
20,56,72,150
21,56,77,153
22,56,87,152
23,56,93,149
24,56,102,149
25,56,109,153
26,56,113,161
27,56,80,166
28,56,80,170
29,56,79,174
30,56,77,178
31,56,75,191
32,56,77,191
33,56,80,191
34,56,84,191
35,56,88,190
36,56,65,172
37,56,67,168
38,56,71,168
39,56,75,171
40,56,71,173
41,56,67,173
42,56,94,170
43,56,97,166
44,56,102,167
45,56,106,170
46,56,102,171
47,56,97,171
48,56,73,215
49,56,74,207
50,56,78,202
51,56,80,203
52,56,82,202
53,56,87,206
54,56,92,215
55,56,87,216
56,56,83,215
57,56,81,216
58,56,78,216
59,56,75,216
60,56,76,213
61,56,78,209
62,56,80,208
63,56,82,208
64,56,90,213
65,56,83,211
66,56,81,211
67,56,78,211
0,57,63,183
1,57,61,191
2,57,62,200
3,57,62,209
4,57,63,218
5,57,64,227
6,57,68,234
7,57,75,238
8,57,85,238
9,57,96,237
10,57,108,234
11,57,119,229
12,57,127,223
13,57,131,214
14,57,132,204
15,57,132,194
16,57,133,184
17,57,63,169
18,57,64,163
19,57,68,158
20,57,75,156
21,57,81,158
22,57,90,157
23,57,97,154
24,57,105,154
25,57,111,158
26,57,116,164
27,57,84,168
28,57,83,171
29,57,82,173
30,57,81,176
31,57,78,189
32,57,80,190
33,57,83,190
34,57,86,189
35,57,90,188
36,57,68,177
37,57,70,173
38,57,74,173
39,57,78,174
40,57,75,175
41,57,71,176
42,57,96,172
43,57,100,170
44,57,104,170
45,57,108,172
46,57,104,173
47,57,100,172
48,57,74,213
49,57,75,205
50,57,79,200
51,57,81,200
52,57,84,200
53,57,88,203
54,57,94,212
55,57,89,212
56,57,84,212
57,57,82,212
58,57,79,213
59,57,76,213
60,57,77,211
61,57,79,206
62,57,82,205
63,57,84,205
64,57,91,210
65,57,84,208
66,57,82,208
67,57,79,208
0,58,65,181
1,58,63,189
2,58,62,197
3,58,62,205
4,58,62,213
5,58,63,222
6,58,67,230
7,58,72,234
8,58,81,236
9,58,92,236
10,58,104,234
11,58,115,231
12,58,124,225
13,58,130,217
14,58,132,208
15,58,134,198
16,58,135,187
17,58,67,167
18,58,68,162
19,58,72,159
20,58,77,157
21,58,82,158
22,58,92,158
23,58,99,156
24,58,106,158
25,58,112,162
26,58,117,168
27,58,86,168
28,58,84,170
29,58,82,173
30,58,80,176
31,58,77,187
32,58,79,188
33,58,82,188
34,58,86,188
35,58,90,187
36,58,71,175
37,58,74,172
38,58,77,171
39,58,81,172
40,58,77,174
41,58,74,174
42,58,97,172
43,58,101,171
44,58,105,172
45,58,109,174
46,58,104,174
47,58,100,173
48,58,73,209
49,58,74,200
50,58,77,196
51,58,80,197
52,58,83,196
53,58,89,201
54,58,94,209
55,58,88,212
56,58,83,212
57,58,80,212
58,58,77,212
59,58,74,211
60,58,76,207
61,58,77,202
62,58,80,201
63,58,83,202
64,58,91,208
65,58,83,207
66,58,80,207
67,58,77,207
0,59,61,187
1,59,60,195
2,59,61,203
3,59,61,212
4,59,62,220
5,59,64,228
6,59,68,234
7,59,75,237
8,59,85,238
9,59,96,238
10,59,108,235
11,59,118,231
12,59,126,225
13,59,130,216
14,59,132,206
15,59,132,196
16,59,132,186
17,59,60,171
18,59,61,164
19,59,66,159
20,59,72,157
21,59,78,159
22,59,89,158
23,59,95,156
24,59,103,157
25,59,110,160
26,59,114,167
27,59,83,169
28,59,82,171
29,59,81,173
30,59,81,176
31,59,77,189
32,59,80,189
33,59,82,189
34,59,86,189
35,59,89,188
36,59,66,176
37,59,69,173
38,59,72,172
39,59,76,174
40,59,73,175
41,59,69,176
42,59,95,173
43,59,99,170
44,59,103,170
45,59,107,174
46,59,103,174
47,59,99,173
48,59,74,212
49,59,76,204
50,59,79,199
51,59,82,200
52,59,84,199
53,59,89,203
54,59,94,212
55,59,89,212
56,59,85,212
57,59,82,212
58,59,79,212
59,59,76,213
60,59,77,210
61,59,80,205
62,59,82,204
63,59,84,205
64,59,91,210
65,59,84,208
66,59,82,208
67,59,80,208
0,60,60,181
1,60,58,189
2,60,58,198
3,60,58,206
4,60,58,216
5,60,59,225
6,60,63,232
7,60,69,237
8,60,79,239
9,60,90,239
10,60,102,235
11,60,113,231
12,60,121,224
13,60,126,215
14,60,128,205
15,60,129,195
16,60,129,185
17,60,60,167
18,60,61,161
19,60,65,157
20,60,71,156
21,60,76,158
22,60,87,158
23,60,93,155
24,60,101,156
25,60,107,160
26,60,111,166
27,60,80,169
28,60,79,172
29,60,77,175
30,60,76,178
31,60,72,190
32,60,75,191
33,60,78,191
34,60,81,191
35,60,85,190
36,60,65,174
37,60,67,172
38,60,71,171
39,60,75,173
40,60,71,174
41,60,67,174
42,60,91,172
43,60,95,171
44,60,99,172
45,60,104,174
46,60,99,174
47,60,95,174
48,60,70,212
49,60,70,204
50,60,74,200
51,60,76,201
52,60,79,200
53,60,84,204
54,60,90,213
55,60,84,215
56,60,80,215
57,60,77,215
58,60,74,215
59,60,70,215
60,60,72,211
61,60,74,206
62,60,77,205
63,60,79,206
64,60,87,212
65,60,79,210
66,60,77,210
67,60,74,210
0,61,55,179
1,61,55,187
2,61,56,196
3,61,58,204
4,61,59,214
5,61,60,222
6,61,64,230
7,61,70,235
8,61,80,236
9,61,91,235
10,61,102,232
11,61,113,228
12,61,121,221
13,61,126,212
14,61,128,201
15,61,128,190
16,61,129,178
17,61,53,159
18,61,55,152
19,61,60,148
20,61,66,148
21,61,71,151
22,61,84,151
23,61,90,147
24,61,99,147
25,61,106,151
26,61,111,158
27,61,76,163
28,61,75,168
29,61,74,173
30,61,73,178
31,61,70,189
32,61,73,189
33,61,75,190
34,61,79,189
35,61,83,188
36,61,58,168
37,61,61,165
38,61,66,164
39,61,70,168
40,61,65,169
41,61,61,169
42,61,90,167
43,61,94,164
44,61,99,165
45,61,103,168
46,61,98,169
47,61,94,169
48,61,68,211
49,61,69,203
50,61,73,199
51,61,76,200
52,61,79,199
53,61,85,202
54,61,90,210
55,61,85,213
56,61,80,214
57,61,76,215
58,61,73,215
59,61,70,214
60,61,70,210
61,61,73,205
62,61,76,204
63,61,79,204
64,61,87,209
65,61,80,209
66,61,76,209
67,61,74,209
0,62,58,181
1,62,56,190
2,62,57,199
3,62,57,208
4,62,58,218
5,62,59,227
6,62,63,235
7,62,70,239
8,62,79,241
9,62,90,240
10,62,102,236
11,62,112,231
12,62,120,224
13,62,125,215
14,62,127,204
15,62,128,193
16,62,129,182
17,62,57,167
18,62,57,159
19,62,61,154
20,62,67,153
21,62,72,155
22,62,82,154
23,62,88,149
24,62,97,149
25,62,104,154
26,62,109,162
27,62,75,167
28,62,74,172
29,62,73,176
30,62,71,180
31,62,69,192
32,62,72,193
33,62,75,193
34,62,78,192
35,62,82,191
36,62,62,174
37,62,64,170
38,62,67,170
39,62,72,173
40,62,68,174
41,62,64,174
42,62,88,171
43,62,92,167
44,62,96,167
45,62,100,170
46,62,96,171
47,62,92,171
48,62,69,215
49,62,69,207
50,62,72,203
51,62,74,203
52,62,77,202
53,62,82,206
54,62,88,213
55,62,83,215
56,62,79,216
57,62,76,216
58,62,73,217
59,62,70,216
60,62,71,214
61,62,73,209
62,62,75,208
63,62,77,208
64,62,85,212
65,62,78,211
66,62,76,211
67,62,73,211
0,63,58,185
1,63,56,193
2,63,57,201
3,63,57,210
4,63,58,220
5,63,59,229
6,63,63,238
7,63,69,243
8,63,79,244
9,63,90,242
10,63,102,238
11,63,112,232
12,63,120,225
13,63,125,216
14,63,127,205
15,63,128,194
16,63,128,183
17,63,57,169
18,63,57,162
19,63,61,158
20,63,66,156
21,63,71,157
22,63,81,155
23,63,88,151
24,63,96,151
25,63,103,154
26,63,108,161
27,63,75,169
28,63,73,173
29,63,72,177
30,63,71,182
31,63,69,194
32,63,72,194
33,63,74,194
34,63,78,193
35,63,82,191
36,63,62,177
37,63,63,173
38,63,67,172
39,63,71,175
40,63,68,176
41,63,64,177
42,63,88,171
43,63,91,168
44,63,96,168
45,63,100,171
46,63,96,172
47,63,91,172
48,63,69,218
49,63,68,209
50,63,71,204
51,63,74,205
52,63,76,204
53,63,81,207
54,63,87,215
55,63,82,217
56,63,78,218
57,63,75,218
58,63,72,219
59,63,69,219
60,63,71,216
61,63,72,211
62,63,74,210
63,63,77,210
64,63,84,214
65,63,77,213
66,63,75,213
67,63,72,213
0,64,56,184
1,64,55,192
2,64,56,201
3,64,57,210
4,64,58,220
5,64,59,229
6,64,63,236
7,64,69,240
8,64,79,241
9,64,90,239
10,64,101,235
11,64,111,230
12,64,120,223
13,64,124,215
14,64,126,204
15,64,128,193
16,64,128,181
17,64,55,168
18,64,55,161
19,64,59,155
20,64,64,153
21,64,70,155
22,64,81,153
23,64,87,149
24,64,95,148
25,64,102,152
26,64,107,159
27,64,74,167
28,64,73,171
29,64,71,175
30,64,70,179
31,64,69,192
32,64,71,192
33,64,74,192
34,64,77,191
35,64,81,190
36,64,60,177
37,64,62,173
38,64,66,172
39,64,71,174
40,64,67,176
41,64,63,177
42,64,87,170
43,64,91,167
44,64,96,167
45,64,100,170
46,64,95,171
47,64,91,171
48,64,68,216
49,64,67,207
50,64,70,202
51,64,73,202
52,64,75,201
53,64,81,204
54,64,87,212
55,64,82,214
56,64,77,215
57,64,75,216
58,64,72,217
59,64,68,217
60,64,70,214
61,64,71,208
62,64,74,208
63,64,76,207
64,64,84,211
65,64,77,209
66,64,74,210
67,64,72,211
0,65,57,182
1,65,55,190
2,65,56,199
3,65,56,209
4,65,57,218
5,65,58,228
6,65,62,236
7,65,68,241
8,65,78,242
9,65,89,240
10,65,101,237
11,65,112,232
12,65,121,225
13,65,127,216
14,65,130,206
15,65,132,194
16,65,132,183
17,65,55,169
18,65,56,162
19,65,60,157
20,65,65,155
21,65,70,158
22,65,81,154
23,65,88,150
24,65,96,149
25,65,104,153
26,65,110,160
27,65,74,168
28,65,73,172
29,65,71,176
30,65,69,180
31,65,68,193
32,65,71,193
33,65,73,194
34,65,77,193
35,65,81,191
36,65,60,178
37,65,62,174
38,65,67,173
39,65,72,175
40,65,67,177
41,65,63,178
42,65,87,171
43,65,92,168
44,65,97,168
45,65,101,171
46,65,96,172
47,65,92,172
48,65,68,217
49,65,67,208
50,65,70,203
51,65,72,204
52,65,75,203
53,65,80,206
54,65,87,213
55,65,81,216
56,65,77,216
57,65,74,217
58,65,71,218
59,65,68,218
60,65,70,215
61,65,71,210
62,65,73,209
63,65,75,209
64,65,84,213
65,65,76,211
66,65,73,212
67,65,71,212
0,66,54,181
1,66,53,189
2,66,54,198
3,66,55,207
4,66,56,216
5,66,57,225
6,66,59,234
7,66,65,240
8,66,74,241
9,66,85,240
10,66,96,237
11,66,107,232
12,66,115,225
13,66,121,215
14,66,123,204
15,66,125,193
16,66,126,181
17,66,51,169
18,66,52,163
19,66,56,159
20,66,62,158
21,66,67,160
22,66,77,159
23,66,83,156
24,66,91,155
25,66,99,158
26,66,104,164
27,66,70,170
28,66,69,175
29,66,67,179
30,66,66,184
31,66,64,194
32,66,66,195
33,66,69,195
34,66,73,194
35,66,77,193
36,66,56,177
37,66,58,173
38,66,62,172
39,66,66,175
40,66,62,176
41,66,59,177
42,66,83,173
43,66,87,169
44,66,91,169
45,66,96,172
46,66,91,173
47,66,87,173
48,66,64,217
49,66,64,210
50,66,67,205
51,66,69,206
52,66,72,205
53,66,77,208
54,66,83,214
55,66,78,218
56,66,73,219
57,66,70,220
58,66,68,220
59,66,65,220
60,66,66,215
61,66,67,210
62,66,69,210
63,66,72,210
64,66,80,214
65,66,73,214
66,66,70,215
67,66,68,215
0,67,55,176
1,67,54,184
2,67,54,192
3,67,54,201
4,67,54,211
5,67,55,221
6,67,57,231
7,67,61,238
8,67,69,241
9,67,80,240
10,67,92,236
11,67,103,231
12,67,112,225
13,67,118,215
14,67,121,204
15,67,123,192
16,67,125,179
17,67,51,164
18,67,52,160
19,67,55,157
20,67,60,157
21,67,64,160
22,67,74,159
23,67,80,155
24,67,88,155
25,67,96,157
26,67,102,163
27,67,66,170
28,67,64,175
29,67,62,180
30,67,59,185
31,67,58,193
32,67,60,195
33,67,63,195
34,67,67,194
35,67,71,193
36,67,54,174
37,67,56,171
38,67,60,170
39,67,64,173
40,67,60,174
41,67,56,175
42,67,80,172
43,67,83,169
44,67,88,170
45,67,93,172
46,67,88,173
47,67,83,173
48,67,61,216
49,67,60,209
50,67,62,205
51,67,64,206
52,67,66,205
53,67,72,208
54,67,79,215
55,67,73,218
56,67,68,220
57,67,65,220
58,67,63,220
59,67,60,219
60,67,63,214
61,67,62,210
62,67,64,210
63,67,67,210
64,67,76,214
65,67,67,215
66,67,65,215
67,67,63,215
0,68,48,178
1,68,48,186
2,68,49,193
3,68,51,201
4,68,54,208
5,68,57,216
6,68,60,222
7,68,65,228
8,68,73,230
9,68,83,229
10,68,92,224
11,68,100,218
12,68,106,210
13,68,110,201
14,68,112,191
15,68,114,181
16,68,115,170
17,68,45,169
18,68,48,165
19,68,52,164
20,68,56,165
21,68,61,167
22,68,76,166
23,68,82,163
24,68,89,162
25,68,95,163
26,68,101,166
27,68,69,173
28,68,68,181
29,68,67,187
30,68,67,195
31,68,63,198
32,68,66,199
33,68,69,200
34,68,72,199
35,68,76,197
36,68,52,175
37,68,54,173
38,68,58,172
39,68,62,175
40,68,58,177
41,68,54,177
42,68,80,174
43,68,84,170
44,68,89,170
45,68,93,172
46,68,89,174
47,68,85,175
48,68,61,208
49,68,63,208
50,68,66,208
51,68,69,208
52,68,73,207
53,68,78,207
54,68,86,207
55,68,80,210
56,68,74,211
57,68,71,212
58,68,67,211
59,68,64,210
60,68,62,208
61,68,67,210
62,68,70,210
63,68,73,210
64,68,83,208
65,68,73,208
66,68,70,208
67,68,67,208
